Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
bucket toilet seat with lid,55,55,70,6,0.33,https://72hours.com/products/snap-on-toilet-lid,0,0,0.00,1,10500000,"[100,18,100,100,45,45,18,18,81,63,81,81]",2025-08-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
earthquake survival pack,48,48,390,35,0.84,https://72hours.com/collections/emergency-kit,0,0,0.00,0.54,873000,"[0,13,0,0,0,0,0,0,0,100,0,0]",2025-08-26,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands","commercial, informational",Explore brands
fire-resistant blanket for house,21,21,50,27,0.00,https://72hours.com/collections/fire-blanket,0,0,0.00,0,6670000,"[0,34,0,9,6,28,100,3,0,9,3,0]",2025-08-30,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
kit 72 hours,29,29,880,47,0.80,https://72hours.com/collections/essential-emergency-survival-kit,0,0,0.00,1,156000000,"[45,67,100,76,45,100,55,67,67,45,76,10]",2025-10-01,"Sitelinks, Video, Video Carousel, People also ask, Popular products, Related searches, Explore brands",commercial,Organic
machete in the jungle,74,74,110,21,0.00,https://72hours.com/products/jungle-master-machete,0,0,0.00,0.07,2440000,"[42,34,34,42,34,42,34,42,42,42,53,80]",2025-09-06,"Image pack, Video, Related searches",informational,Organic
top rated fire blanket,14,14,30,14,0.85,https://72hours.com/collections/fire-blanket,0,0,0.00,0.99,102000000,"[50,28,14,14,100,35,14,0,0,0,14,7]",2025-08-17,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
mountain housr,71,71,90,45,1.00,https://72hours.com/collections/mountain-house,0,0,0.00,0.78,2820000000,"[10,100,35,10,8,8,22,0,10,4,8,8]",2025-08-28,"Image pack, Sitelinks, Video, Popular products, Related searches","commercial, navigational",Organic
giveaway 9 led metal flashlights,26,26,70,0,0.00,https://72hours.com/products/9-led-mini-metal-flashlight,0,0,0.00,0,333000,"[77,100,100,77,77,100]",2025-08-27,"Image pack, Video, Image, Shopping ads, Popular products, Related searches","informational, transactional",Organic
insulated thermal blankets,51,51,30,5,1.78,https://72hours.com/products/thermal-blanket,0,0,0.00,1,4050000,"[2,5,1,5,23,2,1,1,1,1,1,1]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches, Explore brands","informational, transactional",Organic
lds church 72 hour kit,50,50,40,29,0.69,https://72hours.com/collections/emergency-kit,0,0,0.00,1,81,"[35,21,35,35,21,0,14,50,21,35,28,35]",2025-08-19,"Image pack, Video, People also ask, Popular products, Related searches",informational,Organic
mug carabiner,57,57,30,0,1.98,https://72hours.com/products/stainless-steel-mug-gift,0,0,0.00,1,1700000,"[0,52,0,0,0,100,0,0,0,0,0,0]",2025-08-29,"Image pack, Video, Image, Popular products, Related searches, Explore brands","informational, transactional",Organic
toilet lid for 5 gallon bucket,60,60,210,27,0.34,https://72hours.com/products/snap-on-toilet-lid,0,0,0.00,1,776000,"[35,35,43,53,53,53,43,43,53,43,66,82]",2025-08-19,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
backpack for car,50,50,70,2,0.71,https://72hours.com/products/72hrs-essential-backpack-car-kit,0,0,0.00,0.96,187000000,"[0,1,0,3,0,0,0,2,3,0,1,5]",2025-09-04,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums, Explore brands, AI overview",informational,Organic
termal blanket,21,21,70,16,0.74,https://72hours.com/products/thermal-blanket,0,0,0.00,1,210000000,"[0,0,0,1,2,100,2,1,1,0,0,1]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
gluten free survival food,38,38,260,8,1.34,https://72hours.com/collections/gluten-free-emergency-ration,0,0,0.00,1,10900000,"[36,66,66,81,36,23,36,29,19,19,15,23]",2025-09-07,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
best fire blankets,26,26,260,17,0.86,https://72hours.com/collections/fire-blanket,0,0,0.00,1,58400000,"[36,19,81,100,36,15,12,12,15,12,23,15]",2025-10-07,"Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",commercial,Organic
emergency survival packs,16,16,70,44,0.80,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,26100000,"[0,0,0,0,0,0,2,1,1,4,4,100]",2025-08-26,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Explore brands, AI overview","informational, transactional",Organic
mountain house cans,14,14,70,19,1.12,https://72hours.com/collections/mountain-house,0,0,0.00,1,31800000,"[19,26,34,34,19,19,26,26,65,15,26,26]",2025-08-18,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",transactional,Organic
what is the best fire blanket,13,13,110,4,0.83,https://72hours.com/collections/fire-blanket,0,0,0.00,1,69600000,"[28,21,34,28,100,100,34,15,15,15,12,9]",2025-08-30,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
truck survival kit,85,85,140,11,0.68,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.99,14400000,"[43,65,28,34,53,53,53,28,28,28,28,34]",2025-09-06,"Image pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
portable cooking bag,9,9,40,12,0.00,https://72hours.com/products/portable-camping-cooking-bag-maximum-heating-temperature-194-c,0,0,0.00,0.88,37300000,"[100,18,100,63,27,18,18,18,18,18,18,18]",2025-08-21,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
mre order,31,31,40,24,0.60,https://72hours.com/collections/mres,0,0,0.00,1,14100000,"[0,0,0,100,0,0,14,14,33,23,0,9]",2025-08-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
sos foods,25,25,140,16,0.90,https://72hours.com/collections/s-o-s-emergency-rations,0,0,0.00,0.01,343000000,"[26,48,48,39,0,0,0,0,4,0,0,0]",2025-09-03,"Image pack, Sitelinks, Video, Related searches, See results about, AI overview",informational,Organic
axe hammer combo,69,69,140,25,0.00,https://72hours.com/products/3-in-1-multi-function-hatchet-hatchet-hammer-crow-bar,0,0,0.00,1,94,"[28,43,43,43,43,43,34,34,43,34,34,43]",2025-09-03,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
where to buy mylar bags,25,25,170,29,1.00,https://72hours.com/collections/mylar-bags,0,0,0.00,1,3560000,"[18,35,28,35,35,35,28,35,35,35,28,23]",2025-08-26,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",transactional,Organic
ready wise food supply,51,51,70,28,1.40,https://72hours.com/collections/readywise-food-storage,0,0,0.00,1,26500000,"[100,0,0,66,0,0,0,0,28,0,0,2]",2025-08-20,"Knowledge panel, Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, navigational",Organic
tactical molle backpack,34,34,110,22,0.65,https://72hours.com/products/72hrs-molle-tactical-backpack,0,0,0.00,1,2570000,"[3,34,34,53,34,28,28,34,43,43,6,34]",2025-08-16,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, AI overview","informational, transactional",Organic
wise freeze dried food,32,32,90,26,1.62,https://72hours.com/collections/readywise-food-storage,0,0,0.00,0.53,2320000,"[8,22,10,18,14,14,18,14,29,22,14,18]",2025-08-27,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",informational,Organic
survival kits for cars,56,56,50,36,0.55,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,8020000,"[0,0,26,42,26,100,11,7,11,7,3,7]",2025-08-28,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
beef in a pouch,81,81,50,4,1.81,https://72hours.com/products/mountain-house-beef-stroganoff-with-noodles-pouch-two-serving,0,0,0.00,1,15900000,"[100,27,27,63,45,45,45,63,63,63,45,0]",2025-09-08,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
readywise 84 serving breakfast,73,73,480,14,0.00,https://72hours.com/collections/readywise-food-storage,0,0,0.00,0,7800,"[100,0,0,0]",2025-10-02,"Knowledge panel, Sitelinks, Video, Image, Related products, Related searches","informational, transactional",Organic
portable indoor toilet,95,95,210,26,0.96,https://72hours.com/products/portable-toilet,0,0,0.00,1,97,"[81,100,65,65,43,81,100,53,53,43,65,43]",2025-08-16,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
mre with heater,69,69,590,12,0.38,https://72hours.com/products/xmre-12-meal-case-with-flameless-heaters,0,0,0.00,0.68,3670000,"[54,23,67,44,81,67,54,81,44,81,81,67]",2025-09-05,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
backpack for survival,44,44,260,15,0.78,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,26300000,"[8,100,8,8,8,8,13,16,16,20,16,10]",2025-08-23,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
72 hour timer,65,65,210,14,0.00,https://72hours.com/,0,0,0.00,0.02,23300000,"[65,65,53,65,53,65,65,65,100,100,81,81]",2025-09-06,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
72 hour timer,95,95,210,14,0.00,https://72hours.com/collections/all,0,0,0.00,0.02,23300000,"[65,65,53,65,53,65,65,65,100,100,81,81]",2025-09-06,"Image pack, Sitelinks, Video, Related searches","commercial, informational",Organic
which is the best fire blanket,45,45,30,21,0.61,https://72hours.com/collections/fire-blanket,0,0,0.00,0.97,103000000,"[40,40,40,100,100,40,40,40,40,40,40,40]",2025-09-12,"Image pack, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Discussions and forums, Ads middle",commercial,Organic
wings of fire blanket,33,33,170,22,0.34,https://72hours.com/collections/fire-blanket,0,0,0.00,0.97,83,"[15,19,23,29,36,66,19,15,19,12,12,12]",2025-09-11,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
coffee press for jetboil,33,33,210,24,0.36,https://72hours.com/collections/cooking/products/jetboil-silicone-coffee-press-regular,0,0,0.00,1,120000,"[54,54,44,44,0,35,0,35,11,18,54,66]",2025-08-28,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, Explore brands",informational,Organic
mointain house,27,27,40,40,1.00,https://72hours.com/collections/mountain-house,0,0,0.00,0.78,2300000000,"[14,23,14,19,9,14,9,0,9,0,19,100]",2025-08-19,"Image pack, Sitelinks, Video, Ads bottom, Popular products, Related searches",commercial,Organic
survival pack kit,62,62,40,24,0.53,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,22400000,"[0,4,0,0,0,0,4,19,4,100,66,4]",2025-09-05,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
winding flashlight,6,6,40,30,0.37,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.84,873000,"[11,11,11,11,64,100,11,11,11,11,11,11]",2025-09-12,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Explore brands",transactional,Organic
emergency car survival kit,60,60,40,38,0.81,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.58,7450000,"[35,7,35,50,78,78,21,0,0,14,0,14]",2025-08-18,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, Explore brands",transactional,Organic
readywise food buckets,36,36,70,37,0.72,https://72hours.com/collections/readywise-food-storage,0,0,0.00,1,30300,"[54,0,11,1,11,8,15,15,11,5,6,8]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","commercial, navigational",Organic
flameless heaters for food,25,25,70,20,0.00,https://72hours.com/products/xmre-12-meal-case-with-flameless-heaters,0,0,0.00,1,3370000,"[35,35,35,64,78,35,100,50,35,35,35,35]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
luna satellite burner,10,10,40,25,1.28,https://72hours.com/products/jetboil-luna-satellite-burner,0,0,0.00,1,77,"[11,41,29,17,23,29,23,17,17,29,29,41]",2025-08-26,"Knowledge panel, Image pack, Video, Related products, Related searches",informational,Organic
emergency candles near me,63,63,70,21,0.00,https://72hours.com/products/36-hour-candle-survival,0,0,0.00,1,87,"[23,11,29,64,64,64,82,29,64,23,17,11]",2025-08-31,"Local pack, Image pack, Video, Image, People also ask, Related searches",transactional,Organic
victorinox adventurer,4,4,70,17,0.38,https://72hours.com/products/swiss-army-knife-adventurer-red-victorinox,0,0,0.00,0.81,91,"[21,21,21,28,34,21,21,15,34,15,15,9]",2025-09-05,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
mt house meals,38,38,50,15,0.58,https://72hours.com/collections/mountain-house,0,0,0.00,1,696000000,"[29,66,2,2,14,10,0,0,0,0,2,0]",2025-08-21,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",transactional,Organic
survival gear kits,92,92,390,33,0.53,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,20000000,"[16,20,4,6,13,24,5,6,100,81,5,13]",2025-08-26,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Explore brands",commercial,Organic
goodyear traction mats,28,28,50,14,0.00,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,0.31,82,"[2,2,2,2,15,15,6,15,2,2,2,2]",2025-09-05,"Image pack, Video, Image, Popular products",commercial,Organic
civilian meal ready to eat,77,77,50,0,0.56,https://72hours.com/collections/mres,0,0,0.00,1,821000,"[0,0,0,100,0,0,0,0,0,0,0,0]",2025-08-21,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
toilet seat bucket lid,19,19,70,12,0.33,https://72hours.com/products/snap-on-toilet-lid,0,0,0.00,1,2430000,"[100,18,100,100,45,45,27,18,63,45,81,81]",2025-08-31,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
fire shelter blanket,55,55,110,3,1.48,https://72hours.com/collections/fire-blanket,0,0,0.00,1,9470000,"[6,34,34,6,28,15,43,100,53,21,15,12]",2025-09-03,"Image pack, Sitelinks, Video, Ads top, Ads bottom, Shopping ads, Popular products, Related searches, Ads middle",commercial,Organic
mre full meal,54,54,50,24,0.51,https://72hours.com/collections/mres,0,0,0.00,1,1800000,"[11,11,41,82,11,29,41,11,29,23,11,17]",2025-08-24,"Image pack, Video, Image, Related searches",commercial,Organic
mountain emergency food,47,47,30,3,2.12,https://72hours.com/products/mountain-house-72-hour-emergency-meal-kit,0,0,0.00,1,77800000,"[22,33,33,33,22,33,22,22,22,22,33,33]",2025-09-04,"Image pack, Video, Image, Ads bottom, People also ask, Popular products, Related searches, Ads middle","informational, transactional",Organic
best 72 hour emergency kits,23,23,50,40,1.40,https://72hours.com/collections/emergency-kit,0,0,0.00,1,10600000,"[14,14,50,100,64,21,50,35,28,14,14,21]",2025-08-15,"Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums, AI overview",commercial,Organic
gourmet mre,98,98,70,25,0.85,https://72hours.com/collections/mres,0,0,0.00,1,98,"[36,29,5,6,4,6,9,4,6,4,5,5]",2025-08-26,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
mountain house survival food,34,34,260,25,1.27,https://72hours.com/products/mountain-house-72-hour-emergency-meal-kit,0,0,0.00,1,65600000,"[20,20,36,36,24,20,20,16,13,10,10,13]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
car bug out kit,96,96,90,11,0.51,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.97,37300000,"[64,52,52,64,41,82,64,64,29,41,41,41]",2025-08-26,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
fire blanket for house,8,8,720,25,1.03,https://72hours.com/collections/fire-blanket,0,0,0.00,1,89900000,"[36,36,45,81,81,81,24,24,24,16,20,24]",2025-10-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Explore brands, Ads middle","informational, transactional",Explore brands
fire blanket for house,30,30,720,25,1.03,https://72hours.com/collections/fire-blanket,0,0,0.00,1,89900000,"[36,36,45,81,81,81,24,24,24,16,20,24]",2025-10-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Explore brands, Ads middle","informational, transactional",Organic
4 person emergency kit,24,24,50,19,0.87,https://72hours.com/products/4-person-72hrs-essential-toilet-emergency-survival-kit,0,0,0.00,1,242000000,"[27,45,36,81,45,45,63,63,63,27,36,81]",2025-09-08,"Image pack, Video, Image, Popular products, Related searches",transactional,Organic
jetboil base camp,60,60,260,29,0.53,https://72hours.com/products/jetboil-genesis-base-camp-system,0,0,0.00,1,1110000,"[54,44,35,35,35,44,35,35,44,54,44,54]",2025-09-09,"Knowledge panel, Image pack, Sitelinks, Video, Related searches, Discussions and forums","informational, transactional",Organic
mountain house spaghetti with meat sauce,10,10,30,8,0.64,https://72hours.com/products/mountain-house-spaghetti-with-meat-sauce-pouch-one-serving,0,0,0.00,1,2430000,"[36,27,27,18,27,18,18,18,27,18,18,36]",2025-09-04,"Image pack, Video, Image, Recipes, Related searches, Explore brands",transactional,Organic
fire resistant blanket,38,38,720,14,0.89,https://72hours.com/collections/fire-blanket,0,0,0.00,1,10100000,"[30,16,20,24,30,30,100,24,24,16,20,16]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
flames blanket,77,77,30,4,1.42,https://72hours.com/collections/fire-blanket,0,0,0.00,1,10400000,"[28,28,28,28,100,100,28,28,28,28,28,28]",2025-08-27,"Image pack, Video, Image, People also ask, Popular products, Related searches, Explore brands",transactional,Organic
emergency kit for the car,76,76,90,41,0.49,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,102000000,"[0,0,2,1,2,5,2,100,2,1,2,3]",2025-08-16,"Image pack, Sitelinks, Video, Image, Video Carousel, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
windable flashlight,70,70,40,11,0.37,https://72hours.com/products/led-flashlight-dynamo-hand-crank,0,0,0.00,0.84,717000,"[11,11,11,11,100,64,11,11,11,11,11,11]",2025-08-26,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
water emergency kit,64,64,30,36,0.86,https://72hours.com/products/s-o-s-emergency-drinking-water-by-the-case-96-packs,0,0,0.00,0.16,221000000,"[0,63,18,9,0,18,100,100,9,9,0,0]",2025-09-04,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
traction mats for snow,34,34,40,21,0.34,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,0.95,2840000,"[0,0,0,1,5,8,11,35,15,0,1,1]",2025-08-31,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
traction pads for trucks,48,48,90,25,0.65,https://72hours.com/products/72hrs-car-tire-traction-mat-set-of-2,0,0,0.00,1,17800000,"[43,15,28,28,43,43,34,28,21,12,9,15]",2025-09-01,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
roadside emergency kit,58,58,2400,38,0.47,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,11400000,"[28,36,43,54,81,24,24,19,19,19,24,28]",2025-09-21,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
escape charger,25,25,110,1,0.02,https://72hours.com/products/automotive-escape-multi-tool-charger,0,0,0.00,0.03,32400000,"[66,0,52,66,42,66,42,52,0,52,66,66]",2025-08-18,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
best survival candles,23,23,30,10,0.44,https://72hours.com/products/36-hour-candle-survival,0,0,0.00,1,8640000,"[6,6,6,9,34,9,9,6,6,6,6,6]",2025-09-06,"Image pack, Sitelinks, Video, People also ask, Popular products, Related searches",commercial,Organic
kit de emergencia para auto,76,76,70,20,0.20,https://72hours.com/collections/car-emergency-kit,0,0,0.00,0.86,19000000,"[17,29,11,64,64,52,52,41,41,41,41,29]",2025-09-11,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
gluten free dairy free survival food,83,83,30,13,1.18,https://72hours.com/collections/gluten-free-emergency-ration,0,0,0.00,1,668000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-09-07,"Sitelinks, Image, Recipes, Popular products, Related searches",commercial,Organic
kaito ka900,46,46,40,26,0.21,https://72hours.com/collections/radio-and-communication,0,0,0.00,1,48,"[17,11,11,11,11,11,11,11,64,11,64,11]",2025-08-31,"Knowledge panel, Image pack, Sitelinks, Video, Related products, Related searches, Discussions and forums","informational, transactional",Organic
flashlight aluminum,34,34,70,6,0.82,https://72hours.com/products/5-watt-200-lumens-flashlight-titanium-aluminum-body,0,0,0.00,1,13400000,"[26,19,26,26,26,34,26,26,34,26,19,34]",2025-08-19,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Explore brands",commercial,Organic
portable toilet for home,31,31,140,29,0.46,https://72hours.com/products/portable-toilet,0,0,0.00,1,63900000,"[17,43,23,12,28,43,28,35,53,35,66,43]",2025-09-06,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, AI overview","informational, transactional",Organic
mountain dehydrated food,63,63,70,19,1.40,https://72hours.com/collections/mountain-house,0,0,0.00,0.97,6600000,"[64,64,78,50,35,35,35,50,50,50,50,64]",2025-09-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Popular products, Related searches, Discussions and forums, Ads middle",commercial,Organic
3 month survival food kits,72,72,30,22,1.27,https://72hours.com/products/copy-of-72hrs-30-day-emergency-food-supply-survival-food-kit-2000-calories-per-day,0,0,0.00,1,32200000,"[7,7,7,11,0,0,7,0,34,34,19,19]",2025-08-22,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands","informational, transactional",Organic
72 hours emergency supplies,70,70,880,48,0.82,https://72hours.com/collections/essential-emergency-survival-kit,0,0,0.00,0.71,49700000,"[45,62,62,36,30,55,36,81,100,55,100,0]",2025-09-22,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Popular products, Related searches, Explore brands, Ads middle, AI overview",commercial,Organic
emergency supplies for schools,18,18,30,9,1.46,https://72hours.com/collections/school-survival-kits,0,0,0.00,0.38,41400000,"[0,28,0,57,71,42,28,57,57,100,28,14]",2025-08-31,"Image pack, Video, Image, Video Carousel, Popular products, Related searches, AI overview","commercial, informational",Organic
mre survival food kits,81,81,110,17,0.81,https://72hours.com/collections/mres,0,0,0.00,1,122000,"[43,34,28,43,28,43,34,34,28,21,28,34]",2025-08-26,"Image pack, Video, Image, Popular products, Related searches, Explore brands","informational, transactional",Organic
datrex bars,21,21,170,18,0.64,https://72hours.com/products/3600-calorie-datrex-emergency-food-ration,0,0,0.00,1,58,"[23,18,11,23,23,23,44,44,35,28,28,28]",2025-08-18,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",commercial,Organic
military survival backpack kit,47,47,70,30,0.77,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,3510000,"[52,42,23,33,19,23,23,33,33,33,23,33]",2025-08-27,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums","informational, transactional",Organic
fire safety blankets,44,44,50,29,1.36,https://72hours.com/collections/fire-blanket,0,0,0.00,1,42500000,"[33,23,52,33,23,23,9,19,19,19,19,14]",2025-08-15,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
fire blankets near me,83,83,40,36,1.39,https://72hours.com/collections/fire-blanket,0,0,0.00,1,83,"[41,23,23,29,41,52,29,0,11,5,0,23]",2025-08-27,"Local pack, Image pack, Video, Image, Popular products, Related searches",transactional,Organic
truck emergency kit,53,53,170,21,1.00,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,84300000,"[29,29,29,35,54,66,81,22,18,29,18,22]",2025-08-17,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, Discussions and forums",transactional,Organic
mountain house year supply,65,65,30,22,1.34,https://72hours.com/collections/mountain-house,0,0,0.00,1,106000000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-09-04,"Image pack, Sitelinks, Video, Image, Related searches",navigational,Organic
water in emergency kit,96,96,390,31,0.86,https://72hours.com/products/s-o-s-emergency-drinking-water-by-the-case-96-packs,0,0,0.00,0.16,236000000,"[16,13,5,5,4,8,10,16,81,100,36,1]",2025-09-08,"Image pack, Video, Featured snippet, People also ask, Popular products, Related searches, Discussions and forums","commercial, informational",Organic
fire blanket sizes,13,13,50,7,0.60,https://72hours.com/collections/fire-blanket,0,0,0.00,0.83,85400000,"[7,7,7,7,100,19,7,15,11,11,11,11]",2025-08-27,"Image pack, Video, Popular products, Related searches, AI overview",informational,Organic
thermal emergency blanket,30,30,50,19,0.71,https://72hours.com/products/thermal-blanket,0,0,0.00,1,4020000,"[3,3,0,19,0,26,100,19,19,19,19,19]",2025-09-03,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches","informational, transactional",Organic
gluten free emergency kits,29,29,30,7,0.78,https://72hours.com/collections/gluten-free-emergency-ration,0,0,0.00,1,2490000,"[18,18,18,100,18,18,18,18,18,18,18,18]",2025-09-06,"Image pack, Sitelinks, Image, Popular products, Related searches, Discussions and forums",commercial,Organic
fir blanket,20,20,50,13,1.44,https://72hours.com/collections/fire-blanket,0,0,0.00,0.97,59000000,"[11,11,11,100,64,64,64,11,11,11,11,11]",2025-08-27,"Image pack, Video, Image, Popular products, Related searches","informational, transactional",Organic
car emergancy kit,64,64,30,39,0.49,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,303000000,"[11,0,11,0,11,33,11,0,77,77,100,22]",2025-09-04,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","commercial, informational",Organic
emergency kits for vehicles,90,90,70,33,0.55,https://72hours.com/collections/car-emergency-kit,0,0,0.00,1,21400000,"[11,11,11,5,5,29,11,100,100,100,41,64]",2025-08-31,"Image pack, Video, Image, Popular products, Related searches, Discussions and forums, Explore brands",commercial,Organic
fire department bedding,94,94,40,3,0.00,https://72hours.com/collections/fire-blanket,0,0,0.00,0.6,20800000,"[9,9,9,52,52,9,52,9,9,9,9,9]",2025-08-30,"Image pack, Sitelinks, Video, Image, Popular products, Related searches, AI overview",commercial,Organic
survivor kit,31,31,720,31,0.53,https://72hours.com/collections/deluxe-emergency-survival-kit,0,0,0.00,1,79100000,"[18,24,16,10,29,18,18,4,3,4,7,8]",2025-09-11,"Image pack, Video, Image, People also ask, Popular products, Related searches, Discussions and forums, Explore brands","commercial, informational",Organic
fire blankets for kitchen,23,23,140,36,1.33,https://72hours.com/collections/fire-blanket,0,0,0.00,1,42100000,"[15,15,19,29,66,81,6,0,0,5,0,1]",2025-08-23,"Image pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches, Discussions and forums",commercial,Organic
mci meals,80,80,110,16,0.00,https://72hours.com/collections/mres,0,0,0.00,0.37,380000,"[52,52,64,64,64,52,52,100,100,64,100,82]",2025-08-24,"Knowledge panel, Video, Related searches",informational,Organic
lifestraw customer service,27,27,50,21,0.32,https://72hours.com/products/lifestraw-water-filter,0,0,0.00,0.22,1350000,"[9,9,9,9,9,9,80,9,100,9,9,52]",2025-09-09,"Video, People also ask, Related searches, See results about","informational, transactional",Organic
